v,vw,o,c,h,l,t,n,pivot,r1,r2,r3,s1,s2,s3,ema_9,ema_50,rsi,atr,stoch_rsi
38468546.0,234.2992,235.0,234.82,236.27,232.33,1721102400000,623906,234.47333333333336,235.97841333333335,236.90825333333336,238.41333333333336,232.96825333333337,232.03841333333335,230.53333333333336,228.86849241766538,207.0261832814103,79.57730300941881,4.962671428571426,0.9871790068605563
55878906.0,228.8396,229.45,228.88,231.4599,226.64,1721188800000,811024,228.9933,230.8345018,231.97199820000003,233.81320000000002,227.1520982,226.01460179999998,224.1734,228.8707939341323,207.88319570174716,67.2554647825127,5.13338571428571,0.3192024654037101
64346030.0,225.181,230.28,224.18,230.44,222.27,1721275200000,844538,225.63000000000002,228.75094,230.67906000000002,233.8,222.50906000000003,220.58094000000003,217.46000000000004,227.93263514730586,208.52228606638454,60.25641025641028,5.4748499999999956,0.0
48020038.0,224.7356,224.82,224.31,226.8,223.275,1721361600000,612739,224.795,226.14155,226.97344999999999,228.32,223.44844999999998,222.61655,221.26999999999998,227.2081081178447,209.14141210299692,64.94867875081897,5.314492857142854,0.2399229756558779
44958139.0,225.0185,227.01,223.96,227.78,223.09,1721620800000,704830,224.94333333333336,226.73491333333337,227.84175333333334,229.63333333333335,223.15175333333335,222.04491333333337,220.25333333333336,226.55848649427577,209.72253319699706,59.01024743814048,5.157349999999998,0.0
37919040.0,225.0222,224.365,225.01,226.94,222.68,1721707200000,551646,224.87666666666667,226.50398666666666,227.50934666666666,229.13666666666666,223.24934666666667,222.24398666666667,220.61666666666667,226.24878919542064,210.3220416990756,56.31326584976024,5.0844928571428545,0.0
50451768.0,218.12,218.93,217.49,220.85,214.62,1721880000000,737563,217.65333333333334,220.03319333333334,221.50347333333332,223.88333333333333,215.27347333333333,213.80319333333335,211.42333333333335,223.26362508506924,210.91277282563652,38.65093613747113,5.562349999999997,0.0
39827645.0,217.8992,218.7,217.96,219.49,216.01,1721966400000,608504,217.82000000000002,219.14936000000003,219.97064000000003,221.30000000000004,216.49064,215.66936,214.34,222.2029000680554,211.18913467561157,37.019483938915215,5.4823499999999985,0.0
35153729.0,218.1319,216.96,218.24,219.3,215.75,1722225600000,604680,217.76333333333332,219.11943333333332,219.95723333333333,221.31333333333333,216.40723333333332,215.5694333333333,214.2133333333333,221.41032005444436,211.4656391981366,36.04278074866307,5.5196428571428555,0.0
40681625.0,218.4059,219.19,218.8,220.325,216.12,1722312000000,584305,218.415,220.02131,221.01368999999997,222.61999999999998,216.80868999999998,215.81631000000002,214.21,220.8882560435555,211.75326119036654,28.936423054070104,5.505714285714283,0.0
48422974.0,222.3441,221.44,222.08,223.82,220.63,1722398400000,668833,222.17666666666665,223.39524666666665,224.14808666666664,225.36666666666665,220.95808666666665,220.20524666666665,218.98666666666665,221.12660483484441,212.15823133976394,41.29400570884873,5.3492857142857115,0.2428895125655061
61125243.0,219.4773,224.37,218.36,224.48,217.02,1722484800000,876046,219.95333333333335,222.80305333333334,224.56361333333334,227.41333333333333,217.10361333333336,215.34305333333336,212.49333333333337,220.57328386787555,212.40143795389085,31.13382899628253,5.519999999999996,0.043190231708151526
102635321.0,221.9519,219.15,219.86,225.6,217.71,1722571200000,1132479,221.0566666666667,224.0706466666667,225.93268666666668,228.9466666666667,218.0426866666667,216.18064666666672,213.1666666666667,220.43062709430046,212.69393058315003,25.70187165775397,5.6057142857142805,0.0
119382508.0,207.801,199.09,209.27,213.5,196.0,1722830400000,1661493,206.25666666666666,212.94166666666666,217.07166666666666,223.75666666666666,199.57166666666666,195.44166666666666,188.75666666666666,218.19850167544038,212.55965879557553,18.134198054377634,7.028571428571425,0.0
69545387.0,206.739,205.3,207.23,209.99,201.07,1722916800000,921946,206.09666666666666,209.50410666666667,211.60922666666667,215.01666666666668,202.68922666666666,200.58410666666666,197.17666666666665,216.00480134035232,212.35065256829807,20.088422216081767,7.081428571428568,0.041744010242811165
60109650.0,210.7375,206.9,209.82,213.64,206.39,1723003200000,741607,209.94999999999996,212.71949999999995,214.43049999999997,217.19999999999996,207.18049999999997,205.46949999999995,202.69999999999996,214.76784107228187,212.25141129110992,28.931924882629076,7.015714285714283,0.23064929200575848
45466136.0,212.5961,213.11,213.31,214.2,208.83,1723089600000,628674,212.11333333333332,214.1646733333333,215.4319933333333,217.4833333333333,210.06199333333333,208.79467333333332,206.74333333333334,214.4762728578255,212.2929245738115,35.309829059829056,7.1474999999999955,0.4201881361919012
40764531.0,215.1632,212.1,216.24,216.78,211.97,1723176000000,589409,214.99666666666667,216.83408666666668,217.96924666666666,219.80666666666667,213.15924666666666,212.02408666666668,210.18666666666667,214.8290182862604,212.44771184542674,40.35482258870565,7.156071428571424,0.5820106623194029
36533169.0,217.5472,216.07,217.53,219.5099,215.6,1723435200000,602475,217.54663333333335,219.04021513333333,219.96295153333335,221.45653333333334,216.05305153333336,215.13031513333334,213.63673333333335,215.36921462900833,212.64701726325316,40.710382513661216,7.131064285714282,0.7965154635028768
42281135.0,220.8583,219.01,221.27,221.89,219.01,1723521600000,553206,220.72333333333333,221.82349333333332,222.50317333333334,223.60333333333332,219.62317333333334,218.94349333333332,217.84333333333333,216.54937170320667,212.98517344900796,53.63709032773783,6.87963571428571,1.0
40535664.0,221.5032,220.57,221.72,223.03,219.7,1723608000000,568467,221.48333333333335,222.75539333333336,223.54127333333335,224.81333333333336,220.21127333333334,219.42539333333335,218.15333333333334,217.58349736256534,213.32771566669393,55.72705117790413,6.672492857142855,1.0
44961298.0,224.545,224.6,224.72,225.35,222.76,1723694400000,590509,224.27666666666667,225.26604666666668,225.87728666666666,226.86666666666667,223.28728666666666,222.67604666666668,221.68666666666667,219.0107978900523,213.77447191505888,58.56563608717687,6.683207142857138,1.0
42388970.0,225.4078,223.92,226.05,226.8271,223.6501,1723780800000,562568,225.50906666666666,226.72268066666666,227.47245266666664,228.68606666666665,224.29545266666665,223.54568066666667,222.33206666666666,220.41863831204185,214.25586517329188,59.63959516168847,6.65656428571428,1.0
39167926.0,224.8178,225.72,225.89,225.99,223.04,1724040000000,606301,224.97333333333333,226.10023333333334,226.79643333333334,227.92333333333335,223.84643333333332,223.15023333333332,222.0233333333333,221.51291064963348,214.71210575473143,58.83819496384937,6.57120714285714,0.9806916629235686
29528757.0,226.5304,225.77,226.51,227.17,225.45,1724126400000,498745,226.37666666666667,227.03370666666666,227.43962666666667,228.09666666666666,225.71962666666667,225.31370666666666,224.65666666666667,222.51232851970678,215.17476827415373,55.91455273698261,6.335492857142855,0.9102516134209031
33953349.0,226.4472,226.52,226.4,227.98,225.05,1724212800000,506589,226.47666666666666,227.59592666666666,228.28740666666664,229.40666666666664,225.35740666666666,224.66592666666668,223.54666666666668,223.28986281576545,215.6149734398732,61.87943262411344,6.011921428571426,1.0
38144864.0,225.6144,227.79,224.53,228.34,223.9,1724299200000,586130,225.59,227.28608,228.33392,230.03,223.89392,222.84608,221.15,223.53789025261239,215.96458232458406,56.825489622917246,5.765492857142855,0.8844687186866143
38051965.0,226.5769,225.6589,226.84,228.22,224.33,1724385600000,555099,226.46333333333334,227.94931333333332,228.86735333333334,230.35333333333332,224.97735333333335,224.05931333333334,222.57333333333335,224.1983122020899,216.39106929224744,83.8796760509062,4.339064285714282,1.0
27855445.0,225.9536,226.76,227.18,227.28,223.8905,1724644800000,565367,226.11683333333335,227.41162233333336,228.21154433333334,229.50633333333334,224.82204433333334,224.02212233333336,222.72733333333335,224.79464976167193,216.8141646141201,91.16797358646302,3.944028571428567,1.0
35071175.0,227.7868,225.995,228.03,228.85,224.89,1724731200000,491807,227.25666666666666,228.76938666666666,229.70394666666667,231.21666666666667,225.74394666666666,224.80938666666665,223.29666666666665,225.44171980933757,217.25400129591932,90.48465984882165,3.7090285714285676,0.9877669811012867
36936833.0,227.4445,227.92,226.49,229.86,225.68,1724817600000,563091,227.34333333333333,228.94009333333332,229.92657333333335,231.52333333333334,225.74657333333334,224.76009333333332,223.16333333333333,225.65137584747006,217.61619732353034,82.08373904576435,3.62402857142857,0.8212227668955305
51072782.0,231.0131,230.1,229.79,232.92,228.88,1724904000000,723070,230.52999999999997,232.07327999999998,233.02671999999995,234.56999999999996,228.98671999999996,228.03328,226.48999999999998,226.47910067797605,218.09360135005858,82.40076518412239,3.7397428571428537,0.8262459975607828
50340308.0,228.9102,230.19,229.0,230.4,227.48,1724990400000,594026,228.96,230.07544000000001,230.76456000000002,231.88000000000002,227.84456,227.15544,226.04,226.98328054238087,218.52130325789943,78.09897109260167,3.6690357142857124,0.6517800446163744
42699700.0,219.9426,221.66,220.85,221.78,217.48,1725422400000,679903,220.03666666666666,221.67926666666668,222.69406666666666,224.33666666666667,218.39406666666665,217.37926666666667,215.73666666666665,225.08249954712377,218.77270631380875,48.21501846532622,4.0568928571428575,0.0
34772036.0,223.133,221.625,222.38,225.48,221.52,1725508800000,587991,223.12666666666667,224.63938666666667,225.57394666666664,227.08666666666664,221.61394666666666,220.6793866666667,219.16666666666669,224.54199963769904,218.91416881130647,44.89082969432314,4.12832142857143,0.0
65865433.0,219.3513,220.82,220.91,221.27,216.71,1725854400000,945401,219.63,221.37192,222.44808,224.19,217.88808,216.81192,215.07,223.2200797681274,219.06424425834172,39.20208152645274,4.402821428571428,0.00967619539222372
51131372.0,219.5763,218.92,220.11,221.48,216.73,1725940800000,684884,219.43999999999997,221.25449999999998,222.37549999999996,224.18999999999997,217.62549999999996,216.50449999999998,214.68999999999997,222.59806381450193,219.10525428742636,36.23063683304649,4.61925,0.0
42551999.0,221.1679,221.455,222.66,223.09,217.89,1726027200000,609436,221.21333333333334,223.19973333333334,224.42693333333335,226.41333333333336,219.22693333333333,217.99973333333332,216.01333333333332,222.61045105160156,219.2446560800763,42.71806853582551,4.78139285714286,0.1180878449186121
36818998.0,222.3887,222.5,222.77,223.55,219.82,1726113600000,556880,222.04666666666665,223.47152666666665,224.35180666666668,225.77666666666667,220.62180666666666,219.74152666666663,218.31666666666663,222.64236084128126,219.38290486124978,46.321070234113726,4.730678571428576,0.18367168846130344
36462779.0,222.925,223.58,222.5,224.04,221.91,1726200000000,541838,222.8166666666667,223.6303266666667,224.1330066666667,224.9466666666667,222.0030066666667,221.5003266666667,220.6866666666667,222.61388867302503,219.5051438862988,40.08226691042045,4.60496428571429,0.07010951576815252
58316431.0,215.9298,216.54,216.32,217.22,213.92,1726459200000,870701,215.82000000000002,217.08060000000003,217.85940000000002,219.12000000000003,214.5594,213.78060000000002,212.52,221.35511093842004,219.38023628291455,30.411255411255368,4.975714285714291,0.0
59023399.0,220.4441,217.55,220.69,222.71,217.54,1726632000000,832968,220.31333333333336,222.28827333333336,223.50839333333337,225.48333333333338,218.33839333333336,217.11827333333335,215.14333333333335,220.49167100058887,219.33400511929176,40.23569023569022,4.988571428571435,0.20378246122946192
50709047.0,227.0625,227.34,226.47,229.45,225.81,1727064000000,693243,227.24333333333334,228.63381333333334,229.49285333333333,230.88333333333333,225.85285333333334,224.99381333333335,223.60333333333335,223.99309555230153,220.29310482604396,56.174899866488616,5.0642857142857185,1.0
41499749.0,227.2442,228.645,227.37,229.35,225.73,1727150400000,519517,227.48333333333335,228.86617333333336,229.72049333333337,231.10333333333335,226.10049333333333,225.24617333333333,223.86333333333334,224.66847644184122,220.57063012698342,61.264685556323435,4.945000000000003,1.0
39976689.0,225.8328,224.93,226.37,227.29,224.02,1727236800000,564547,225.89333333333335,227.14247333333333,227.91419333333334,229.16333333333333,224.64419333333336,223.87247333333335,222.62333333333336,225.008781153473,220.7980563965135,57.02217529039072,4.853571428571432,0.866674294930986
31421839.0,228.1557,228.46,227.79,229.52,227.3,1727409600000,504046,228.20333333333335,229.05137333333334,229.57529333333335,230.42333333333335,227.35529333333335,226.83137333333335,225.98333333333335,225.96681993822273,221.3255184190807,62.20723917672107,4.516428571428575,1.0
52877673.0,231.9696,230.04,233.0,233.0,229.65,1727668800000,710005,231.88333333333333,233.16303333333332,233.95363333333333,235.23333333333332,230.60363333333333,229.81303333333332,228.53333333333333,227.3734559505782,221.7833412261756,69.7760049094814,4.549285714285718,1.0
59761880.0,225.9623,229.52,226.21,229.65,223.74,1727755200000,832034,226.53333333333333,228.79095333333333,230.18571333333333,232.44333333333333,224.27571333333333,222.88095333333334,220.62333333333333,227.1407647604626,221.9569356878942,54.81944067336411,4.839285714285716,0.6291635296554253
31929459.0,226.0301,225.89,226.78,227.37,223.02,1727841600000,504646,225.72333333333333,227.38503333333333,228.41163333333333,230.07333333333332,224.06163333333333,223.03503333333333,221.37333333333333,227.0686118083701,222.14607546483953,55.37677661571465,4.883571428571429,0.642982244327766
32633355.0,224.9801,225.14,225.67,226.805,223.32,1727928000000,516279,225.265,226.59627,227.41872999999998,228.75,223.93372999999997,223.11127,221.77999999999997,226.7888894466961,222.28426858386544,54.15683189089953,4.9803571428571445,0.6127346561367923
35647254.0,225.8453,227.9,226.8,228.0,224.13,1728014400000,558114,226.31000000000003,227.78834000000003,228.70166000000003,230.18000000000004,224.83166000000003,223.91834000000003,222.44000000000003,226.79111155735688,222.46135609038052,65.84038694074971,4.643928571428573,0.9024193890315533
37595470.0,223.3102,224.5,221.69,225.69,221.33,1728273600000,607187,222.90333333333334,224.56885333333332,225.59781333333333,227.26333333333332,221.23781333333335,220.20885333333334,218.54333333333335,225.7708892458855,222.43110683193424,56.495227995758206,4.863214285714286,0.5504185699989786
31586075.0,228.2639,225.23,229.54,229.75,224.83,1728446400000,519212,228.04,229.91943999999998,231.08056,232.95999999999998,226.16056,224.99944,223.12,226.52456911736675,222.83568915935186,51.00029859659598,4.446071428571427,0.10321862433638716
27135650.0,228.5405,227.78,229.04,229.5,227.17,1728532800000,446786,228.56999999999996,229.46005999999997,230.00993999999997,230.89999999999998,227.67993999999996,227.13005999999996,226.23999999999995,227.02765529389342,223.07899546682827,51.260504201680675,4.224642857142856,0.01385863204017621
30412936.0,228.0383,229.3,227.55,229.41,227.34,1728619200000,485404,228.1,228.89074,229.37926,230.17,227.30926,226.82074,226.03,227.13212423511476,223.25432897793306,51.6324062877872,4.112499999999999,0.03366625365019754
34386471.0,230.6959,228.7,231.3,231.73,228.6,1728878400000,580463,230.54333333333332,231.73899333333333,232.4776733333333,233.67333333333332,229.34767333333332,228.60899333333333,227.41333333333333,227.96569938809182,223.56984548860237,55.46896743668245,4.152499999999997,0.23800270230152146
60799239.0,234.85,233.61,233.85,237.49,232.37,1728964800000,827448,234.57000000000002,236.52584000000002,237.73416000000003,239.69000000000003,232.61416000000003,231.40584,229.45000000000002,229.14255951047346,223.97298880277484,59.97865528281749,4.35535714285714,0.4781900897150181
33354125.0,231.0936,231.6,231.78,232.12,229.84,1729051200000,551037,231.24666666666667,232.11762666666667,232.65570666666667,233.52666666666667,230.37570666666667,229.83762666666667,228.96666666666667,229.67004760837878,224.27914610462682,55.54687499999999,4.421071428571425,0.24215208352954368
29019084.0,232.0685,233.43,232.15,233.85,230.52,1729137600000,487565,232.17333333333332,233.4453933333333,234.23127333333332,235.5033333333333,230.90127333333334,230.11539333333332,228.84333333333333,230.16603808670305,224.58780704170027,55.66233766233768,4.500357142857139,0.24830166109608479
43643976.0,235.2273,236.18,235.0,236.18,234.01,1729224000000,562442,235.06333333333336,235.89227333333338,236.40439333333336,237.23333333333338,234.23439333333334,233.72227333333336,232.89333333333335,231.13283046936246,224.99612833418263,52.767017155506366,4.416071428571423,0.11905040710936098
34128130.0,235.9263,234.45,236.48,236.85,234.45,1729483200000,538639,235.92666666666665,236.84346666666664,237.40986666666666,238.32666666666665,235.00986666666665,234.44346666666664,233.52666666666664,232.20226437549,225.44647624264607,66.65585468699317,3.926071428571425,1.0
35412947.0,234.8426,233.885,235.86,236.22,232.6,1729569600000,489115,234.89333333333335,236.27617333333336,237.13049333333333,238.51333333333335,233.51049333333333,232.65617333333336,231.27333333333334,232.933811500392,225.85484972332662,64.70207253886014,3.892499999999996,0.8752019962209172
51447561.0,231.1335,234.08,230.76,235.144,227.76,1729656000000,721999,231.22133333333332,234.04202133333334,235.78464533333332,238.60533333333333,228.4006453333333,226.65802133333332,223.8373333333333,232.4990492003136,226.04720855770597,57.2985374247204,4.222142857142854,0.402300550153414
36791251.0,231.6772,229.74,231.41,233.22,229.57,1729828800000,551600,231.39999999999998,232.7943,233.65569999999997,235.04999999999998,230.00569999999996,229.1443,227.74999999999997,231.97259148820075,226.42792300924725,66.38570465273098,3.98785714285714,0.982744143184547
32964281.0,233.5717,233.32,233.4,234.73,232.55,1730088000000,557059,233.55999999999997,234.39275999999995,234.90723999999997,235.73999999999995,232.72724,232.21275999999997,231.38,232.25807319056062,226.70133779319835,63.837504533913695,3.9185714285714255,0.8199776400910989
31895656.0,233.5864,233.1,233.67,234.325,232.32,1730174400000,484029,233.4383333333333,234.2042433333333,234.6774233333333,235.4433333333333,232.6724233333333,232.1992433333333,231.4333333333333,232.5404585524485,226.9746186640533,58.57914416285834,3.7103571428571405,0.4753798861649699
44279666.0,230.9294,232.61,230.1,233.2299,229.55,1730260800000,593539,230.95996666666667,232.36568846666665,233.23414486666667,234.63986666666665,229.5542448666667,228.68578846666668,227.2800666666667,232.05236684195881,227.09718263801201,51.95283714075167,3.8353571428571382,0.021328715248984133
60034650.0,226.6984,229.34,225.91,229.83,225.37,1730347200000,767796,227.03666666666666,228.74038666666667,229.79294666666667,231.49666666666667,225.33294666666666,224.28038666666666,222.57666666666665,230.82389347356707,227.0506264561292,47.25201072386056,4.025357142857138,0.0
61791843.0,222.8069,220.965,222.91,225.35,220.27,1730433600000,859056,222.84333333333333,224.78389333333334,225.9827733333333,227.92333333333332,220.90277333333333,219.70389333333335,217.76333333333335,229.24111477885367,226.8882489480457,35.57923685115155,4.129642857142853,0.0
40921729.0,221.7547,220.99,222.01,222.79,219.71,1730696400000,647102,221.50333333333333,222.67989333333333,223.40677333333332,224.58333333333331,220.32677333333334,219.59989333333334,218.42333333333335,227.79489182308293,226.6969450677302,28.425655976676353,3.9160714285714238,0.0
27254038.0,223.094,221.795,223.45,223.95,221.14,1730782800000,501988,222.84666666666666,223.92008666666666,224.58324666666667,225.65666666666667,221.77324666666667,221.11008666666666,220.03666666666666,226.92591345846637,226.56961388860356,34.46475195822451,3.830357142857139,0.15796663855473098
51811157.0,223.8587,222.61,222.72,226.065,221.19,1730869200000,796494,223.32500000000002,225.18725,226.33775000000003,228.20000000000002,221.46275000000003,220.31225,218.45000000000002,226.0847307667731,226.4186486380701,32.64630106735366,3.9407142857142827,0.11040081488088954
40121817.0,226.7564,224.625,227.48,227.875,224.57,1730955600000,623113,226.64166666666665,227.90417666666664,228.68415666666667,229.94666666666666,225.37915666666666,224.59917666666664,223.33666666666664,226.3637846134185,226.46027026010657,37.070151306739994,4.0210714285714255,0.22611693430018284
36726907.0,227.2234,227.17,226.96,228.66,226.405,1731042000000,541011,227.34166666666667,228.20307666666668,228.73525666666666,229.59666666666666,226.48025666666666,225.94807666666668,225.08666666666667,226.48302769073481,226.47986750480828,33.07254623044098,4.010714285714282,0.12241528701452652
39502207.0,223.4111,225.0,224.23,225.7,221.5,1731301200000,555026,223.80999999999997,225.41439999999997,226.40559999999996,228.00999999999996,222.20559999999998,221.21439999999998,219.60999999999999,226.03242215258786,226.39163740658051,30.764141581210666,4.123571428571426,0.061603862115420314
37632672.0,224.3829,224.55,224.23,225.59,223.355,1731387600000,462513,224.39166666666665,225.24543666666665,225.77289666666667,226.62666666666667,223.53789666666665,223.01043666666664,222.15666666666664,225.6719377220703,226.30686731220482,37.00756068444088,3.704642857142854,0.22607728406781613
43061316.0,224.8974,224.01,225.12,226.65,222.76,1731474000000,467151,224.84333333333333,226.32931333333335,227.24735333333334,228.73333333333335,223.35735333333332,222.43931333333333,220.95333333333332,225.56155017765627,226.26032349603992,39.45025164537362,3.8103571428571406,0.2904262785008395
41725049.0,227.3879,225.02,228.22,228.87,225.0,1731560400000,491961,227.36333333333334,228.84167333333335,229.75499333333335,231.23333333333335,225.88499333333334,224.97167333333334,223.49333333333334,226.09324014212504,226.33717355501875,44.32182271270915,3.8260714285714266,0.4488940110070587
45374616.0,225.0903,226.4,225.0,226.92,224.27,1731646800000,451195,225.39666666666668,226.40896666666666,227.03436666666667,228.04666666666665,224.3843666666667,223.75896666666668,222.7466666666667,225.87459211370003,226.28473537639059,35.67530695770802,3.871071428571426,0.24042495303590974
41049409.0,228.0885,225.25,228.02,229.74,225.17,1731906000000,437675,227.64333333333332,229.38907333333333,230.46759333333333,232.21333333333334,225.8975933333333,224.8190733333333,223.0733333333333,226.30367369096004,226.3527849694733,41.19114437168697,4.0664285714285695,0.5425846941027852
34221103.0,228.6862,226.98,228.28,230.16,226.66,1731992400000,364844,228.36666666666667,229.70366666666666,230.52966666666669,231.86666666666667,227.02966666666669,226.20366666666666,224.86666666666667,226.69893895276806,226.42836202949397,46.83588317107094,4.022142857142858,0.9778965413975397
38582294.0,228.4642,228.88,228.52,230.155,225.7103,1732165200000,431589,228.12843333333333,229.82630873333335,230.87525793333333,232.57313333333335,226.43055793333332,225.38160873333334,223.68373333333332,227.4313209297716,226.60728075079396,62.318840579710184,3.887478571428576,1.0
35459680.0,229.6738,228.06,229.87,230.7199,228.06,1732251600000,380543,229.54996666666668,230.56604846666667,231.19378486666668,232.20986666666667,228.53388486666668,227.90614846666668,226.89006666666668,227.9190567438173,226.73523052527264,66.92506459948325,3.8489000000000044,1.0
79840237.0,232.2878,231.46,232.87,233.245,229.74,1732510800000,510511,231.95166666666668,233.29057666666668,234.11775666666668,235.45666666666668,230.61275666666668,229.78557666666669,228.4466666666667,228.90924539505386,226.97580972036,69.00726392251822,3.898542857142861,1.0
44049660.0,234.7366,233.33,235.06,235.57,233.33,1732597200000,449908,234.65333333333334,235.50901333333334,236.0376533333333,236.89333333333332,233.79765333333333,233.26901333333336,232.41333333333336,230.1393963160431,227.2928367901498,73.51371951219514,3.7431857142857177,1.0
31604402.0,234.7888,234.465,234.93,235.69,233.8101,1732683600000,339772,234.81003333333334,235.52815513333334,235.97181153333332,236.68993333333333,234.09191153333333,233.64825513333335,232.93013333333334,231.0975170528345,227.5923333866145,67.23739009717728,3.5092500000000024,0.8531838273315715
40549156.0,239.4822,237.27,239.59,240.79,237.16,1733115600000,469551,239.17999999999998,240.56665999999998,241.42333999999997,242.80999999999997,237.79333999999997,236.93666,235.54999999999998,233.7932109138141,228.42972412966608,83.36229365768902,3.4917500000000024,1.0
36257276.0,241.5718,239.81,242.65,242.76,238.9,1733202000000,419286,241.43666666666664,242.91118666666662,243.82214666666664,245.29666666666662,239.96214666666665,239.05118666666664,237.57666666666665,235.5645687310513,228.9873820069341,85.31441717791417,3.607821428571429,1.0
39533068.0,242.9068,242.87,243.01,244.11,241.25,1733288400000,406580,242.79,243.88252,244.55748,245.65,241.69747999999998,241.02252,239.92999999999998,237.05365498484107,229.53728859489746,85.00978473581218,3.53425,0.9938630559502256
35946469.0,243.0041,243.99,243.04,244.54,242.13,1733374800000,401171,243.23666666666665,244.15728666666664,244.72604666666666,245.64666666666665,242.31604666666667,241.74728666666664,240.82666666666665,238.25092398787288,230.0668066892152,82.96263345195734,3.429964285714285,0.9526223633839532
34194099.0,243.2142,242.905,242.84,244.63,242.08,1733461200000,366463,243.18333333333337,244.15743333333336,244.75923333333336,245.73333333333335,242.20923333333337,241.60743333333338,240.63333333333338,239.1687391902983,230.56771623081463,95.8376156217884,3.329964285714285,1.0
40927114.0,245.9999,241.83,246.75,247.24,241.75,1733720400000,500703,245.24666666666667,247.34384666666668,248.63948666666667,250.73666666666668,243.14948666666666,241.85384666666667,239.75666666666666,240.68499135223865,231.2023155943121,96.01965601965614,3.3835357142857134,1.0
35651201.0,247.2604,246.89,247.77,248.21,245.34,1733806800000,423276,247.10666666666668,248.20300666666668,248.8803266666667,249.9766666666667,246.01032666666669,245.33300666666668,244.23666666666668,242.10199308179094,231.85202870826066,96.16295594504986,3.338535714285714,1.0
39942729.0,248.2768,247.96,246.49,250.8,246.2601,1733893200000,455514,247.85003333333336,249.58427513333336,250.65569153333337,252.38993333333337,246.11579153333335,245.04437513333335,243.31013333333334,242.97959446543277,232.4260667981328,90.35532994923868,3.3742428571428564,0.8284007150690998
30928444.0,247.7304,246.89,247.96,248.74,245.68,1733979600000,352924,247.46,248.62892000000002,249.35108,250.52,246.29108,245.56892000000002,244.4,243.97567557234623,233.03524064918642,92.8949691085614,3.275335714285713,0.8882276838003234
31374086.0,247.7396,247.815,248.13,249.2902,246.24,1734066000000,349747,247.88673333333335,249.05190973333336,249.77175693333334,250.93693333333334,246.72155693333335,246.00170973333337,244.83653333333336,244.806540457877,233.62719199627716,92.50465549348236,3.303214285714284,0.8735270911965043
47492968.0,250.4112,247.99,251.04,251.38,247.65,1734325200000,448109,250.0233333333333,251.4481933333333,252.3284733333333,253.7533333333333,248.59847333333332,247.71819333333332,246.29333333333332,246.05323236630161,234.31004721210942,92.47311827956995,3.319285714285712,0.8724368026234725
48667525.0,252.9545,250.08,253.48,253.83,249.78,1734411600000,487548,252.36333333333334,253.91043333333334,254.86623333333335,256.41333333333336,250.81623333333334,249.86043333333333,248.31333333333333,247.5385858930413,235.0618100665365,92.56007393715348,3.415714285714285,0.8754429895392567
54566547.0,250.6309,252.16,248.05,254.28,247.74,1734498000000,564238,250.0233333333333,252.5216133333333,254.0650533333333,256.5633333333333,247.52505333333332,245.9816133333333,243.48333333333332,247.64086871443305,235.57115084824096,74.35040831477363,3.748578571428571,0.09452930170509996
52851291.0,249.8476,247.5,249.79,252.0,247.0949,1734584400000,532743,249.6283,251.5020482,252.6596518,254.5334,247.7545518,246.59694819999999,244.7232,248.07069497154646,236.12875277576092,73.70624048706244,3.8246571428571423,0.0
38465273.0,254.7388,254.77,255.27,255.65,253.45,1734930000000,422514,254.79,255.6304,256.1496,256.99,253.94959999999998,253.4304,252.58999999999997,250.53764478178974,237.57120162037754,73.86535552193652,4.111800000000002,0.0070854099376978456
22420512.0,257.4366,255.49,258.2,258.21,255.29,1735016400000,245915,257.23333333333335,258.3487733333333,259.03789333333333,260.1533333333333,256.11789333333337,255.42877333333337,254.31333333333336,252.0701158254318,238.38017410585294,76.18062736987251,4.117514285714285,0.11018471901820241
26226173.0,258.928,258.19,259.02,260.1,257.63,1735189200000,362309,258.9166666666667,259.86020666666667,260.4431266666667,261.3866666666667,257.9731266666667,257.39020666666664,256.44666666666666,253.46009266034545,239.18957904287834,76.8120805369128,4.121800000000001,0.13830339773689704
40542367.0,255.2263,257.83,255.59,258.7,253.06,1735275600000,474853,255.78333333333333,257.93781333333334,259.2688533333333,261.4233333333333,253.62885333333332,252.29781333333335,250.14333333333335,253.88607412827636,239.8327328059027,69.30063578564946,4.36537142857143,0.0
34284191.0,250.7349,252.44,250.42,253.28,249.43,1735621200000,361194,251.04333333333332,252.51403333333332,253.42263333333332,254.89333333333332,249.57263333333333,248.66403333333332,247.19333333333333,252.92308744209691,240.7138913752297,53.982566877066404,4.388942857142857,0.0
